City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Jumla,NP,29.2747,82.1838,53.65,63,39,4.14,scattered clouds
456,Kamenka,RU,51.3223,42.7678,54.88,92,100,11.39,light rain
457,Palu,ID,-0.8917,119.8707,75.36,93,95,3.38,overcast clouds
458,Puerto Cabezas,NI,14.0351,-83.3888,85.96,79,40,6.91,scattered clouds
459,Manyana,BW,-23.4,21.7167,52.93,32,80,8.66,broken clouds
460,Yerbogachen,RU,61.2767,108.0108,48.7,86,100,5.3,overcast clouds
461,Caconda,AO,-13.7333,15.0667,49.8,54,17,5.59,few clouds
462,Mandalgovi,MN,45.7625,106.2708,51.91,61,100,19.98,overcast clouds
463,Alamogordo,US,32.8995,-105.9603,92.55,9,0,10.36,clear sky
464,Fairbanks,US,64.8378,-147.7164,74.3,18,0,12.66,clear sky
465,Lingyuan,CN,41.24,119.4011,57.58,66,92,18.66,overcast clouds
466,Terney,RU,45.0503,136.6092,49.08,70,84,9.31,broken clouds
467,Boli,CN,45.7667,130.5167,48.36,94,100,5.17,overcast clouds
468,Pakxe,LA,15.1167,105.7833,75.43,94,92,3.06,overcast clouds
469,Esperance,AU,-33.8667,121.9,48.04,70,94,6.85,overcast clouds
470,Havelock,US,34.8791,-76.9013,80.55,53,8,11.99,clear sky
471,Ahuimanu,US,21.4447,-157.8378,84.78,64,100,9.22,overcast clouds
472,Milkovo,RU,54.7167,158.6167,61.07,55,88,4.36,light rain
473,Soyo,AO,-6.1349,12.3689,73.38,92,58,3.76,broken clouds
474,Deputatskiy,RU,69.3,139.9,57.56,61,100,3.4,overcast clouds
475,Sena Madureira,BR,-9.0656,-68.6569,78.44,74,99,1.81,overcast clouds
476,Nioro,GM,13.35,-15.75,81.27,67,40,12.62,light rain
477,Jega,NG,12.2175,4.3792,82.4,54,100,18.43,overcast clouds
478,Iguape,BR,-24.7081,-47.5553,66.22,87,24,8.86,few clouds
479,Kirkland Lake,CA,48.1446,-80.0377,66.49,34,86,3.27,overcast clouds
480,Harper,LR,4.375,-7.7169,78.31,85,100,7.74,overcast clouds
481,Jinxiang,CN,27.4327,120.6062,72.45,95,100,5.64,moderate rain
482,Alekseyevsk,RU,57.8406,108.3492,52.16,89,74,2.13,broken clouds
483,Talara,PE,-4.5772,-81.2719,66.15,87,22,18.59,few clouds
484,Omboue,GA,-1.5746,9.2618,73.51,91,95,3.58,overcast clouds
485,Tolga,DZ,34.7222,5.3785,86.81,14,65,4.59,broken clouds
486,Yumen,CN,40.2833,97.2,66.02,24,46,2.06,scattered clouds
487,Grenfell,AU,-33.9,148.1667,42.33,85,82,16.53,broken clouds
488,Clyde River,CA,70.4692,-68.5914,32.23,93,0,5.75,clear sky
489,Nerchinskiy Zavod,RU,51.3088,119.61,58.91,45,3,1.54,clear sky
490,Corner Brook,CA,48.9667,-57.9484,51.96,93,100,0.92,overcast clouds
491,Abu Dhabi,AE,24.4667,54.3667,87.91,62,0,2.3,clear sky
492,Agucadoura,PT,41.4318,-8.7804,63.25,84,44,1.77,scattered clouds
493,Lyuban,BY,52.7985,28.0048,51.58,87,6,4.9,clear sky
494,Aklavik,CA,68.2191,-135.0107,43.65,48,45,6.51,scattered clouds
495,Cleburne,US,32.3476,-97.3867,95.34,54,20,21.99,few clouds
496,Morrinhos,BR,-17.7311,-49.0994,68.34,52,0,5.55,clear sky
497,Katobu,ID,-4.9408,122.5276,76.59,91,85,1.86,overcast clouds
498,Naica,MX,27.85,-105.4833,96.53,10,5,6.49,clear sky
499,Shingu,JP,33.7333,135.9833,65.73,97,100,18.34,light rain
500,Arman,RU,59.7,150.1667,62.02,85,75,6.98,broken clouds
501,Poum,NC,-20.2333,164.0167,77.59,71,5,13.71,clear sky
502,Skelleftea,SE,64.7507,20.9528,44.96,56,6,5.75,clear sky
503,Vagur,FO,61.4732,-6.8119,49.84,92,97,13.78,overcast clouds
504,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,8.05,overcast clouds
505,Nuuk,GL,64.1835,-51.7216,47.8,52,0,7.25,clear sky
506,Port Hedland,AU,-20.3167,118.5667,66.25,48,0,10.36,clear sky
507,Andrews,US,32.3187,-102.5457,100.27,8,0,9.22,clear sky
508,Ereymentau,KZ,51.6199,73.1033,48.49,63,88,4.32,overcast clouds
509,Mandera,KE,3.9366,41.867,79.56,64,95,17.43,overcast clouds
510,San Carlos,VE,9.6612,-68.5827,74.14,91,49,3.22,scattered clouds
511,Salta,AR,-24.7859,-65.4117,55.99,82,75,6.91,broken clouds
512,Jambi,ID,-1.6,103.6167,74.14,98,88,2.48,overcast clouds
513,Arenapolis,BR,-14.4503,-56.8461,78.55,41,8,4.79,clear sky
514,Leh,IN,34.1667,77.5833,48.0,52,9,4.41,clear sky
515,Lagos,NG,6.5833,3.75,80.92,88,95,2.24,overcast clouds
516,Khndzoresk,AM,39.5122,46.4328,60.03,48,0,8.34,clear sky
517,Mahajanga,MG,-15.7167,46.3167,71.62,83,75,2.3,broken clouds
518,Dourbali,TD,11.8091,15.8632,87.46,44,95,3.94,overcast clouds
519,Kushima,JP,31.4583,131.2333,72.23,96,100,8.05,overcast clouds
520,Cabcaben,PH,14.454,120.5914,84.15,76,84,3.76,broken clouds
521,Pak Phanang,TH,8.3511,100.202,79.59,83,100,4.07,light rain
522,Arcoverde,BR,-8.4189,-37.0539,65.68,97,23,7.94,few clouds
523,Gari,RU,59.4307,62.3497,45.64,71,100,5.53,overcast clouds
524,Nepa Nagar,IN,21.4667,76.4,89.4,31,53,12.64,broken clouds
525,Sharjah,AE,25.3573,55.4033,89.58,53,0,5.75,clear sky
526,San Cristobal,VE,7.7669,-72.225,73.58,87,86,3.85,overcast clouds
527,Egvekinot,RU,66.3167,-179.1667,40.39,59,98,4.56,overcast clouds
528,Van,TR,38.4924,43.3831,63.19,45,0,5.61,clear sky
529,Bajah,YE,13.8141,44.6301,77.49,58,10,4.07,clear sky
530,Shar,KZ,49.5886,81.0453,43.97,76,68,3.56,broken clouds
531,Torbat-E Jam,IR,35.244,60.6225,69.71,16,0,10.45,clear sky
532,Pavlogradka,RU,54.2024,73.5592,45.68,67,85,5.03,overcast clouds
533,Maku,IR,39.2911,44.4521,68.83,32,0,6.55,clear sky
534,Takoradi,GH,4.8845,-1.7554,77.77,87,100,10.38,light rain
535,Begamganj,IN,23.6,78.3333,89.74,21,14,9.69,few clouds
536,Ilhabela,BR,-23.7781,-45.3581,67.59,82,22,11.07,few clouds
537,Torbay,CA,47.6666,-52.7314,50.77,74,100,9.22,overcast clouds
538,Goba,ET,7.0167,39.9833,51.35,86,95,4.03,overcast clouds
539,Kochevo,RU,59.5994,54.3125,47.66,89,100,1.63,overcast clouds
540,Sorong,ID,-0.8833,131.25,79.68,79,50,5.08,scattered clouds
541,Faya,SA,18.3851,42.4509,68.11,18,15,1.99,few clouds
542,Grootfontein,NA,-19.5667,18.1167,45.97,66,15,3.44,few clouds
543,Kudahuvadhoo,MV,2.6708,72.8944,82.9,73,88,10.74,overcast clouds
544,Porto Novo,BJ,6.4965,2.6036,80.42,78,98,5.44,overcast clouds
545,Kenora,CA,49.8167,-94.4337,59.97,44,40,11.5,scattered clouds
546,Canton,CN,23.1167,113.25,84.15,84,100,6.26,overcast clouds
547,Santa Maria,BR,-29.6842,-53.8069,63.7,94,100,4.61,light rain
548,Payo,ID,-3.7508,103.6372,71.64,97,100,1.25,overcast clouds
549,Roald,NO,62.5833,6.1333,47.75,81,12,10.36,few clouds
550,Jurado,CO,7.1053,-77.7641,79.27,84,99,4.83,overcast clouds
551,Ostrogozhsk,RU,50.8664,39.0756,52.02,95,41,6.58,scattered clouds
552,Pisco,PE,-13.7,-76.2167,68.05,73,0,18.41,clear sky
553,Jutai,BR,-5.1833,-68.9,74.14,94,55,2.48,broken clouds
554,Ternate,ID,0.8,127.4,81.18,78,71,2.37,broken clouds
555,Kahului,US,20.8947,-156.47,83.97,82,49,14.0,scattered clouds
556,Nemuro,JP,43.3236,145.575,44.65,83,96,10.04,overcast clouds
557,Vostok,RU,46.4856,135.8833,53.58,46,98,3.42,overcast clouds
558,Wahiawa,US,21.5028,-158.0236,81.79,57,0,1.83,clear sky
559,Cassia,BR,-20.5831,-46.9219,62.92,66,10,3.22,clear sky
560,Krasnoselkup,RU,65.7,82.4667,34.07,60,7,9.53,clear sky
561,Liverpool,GB,53.4106,-2.9779,53.62,90,100,8.05,overcast clouds
562,Iskateley,RU,67.6803,53.1512,50.05,50,12,12.03,few clouds
563,Kailua,US,21.4022,-157.7394,85.06,70,28,4.0,scattered clouds
564,Oum Hadjer,TD,13.2954,19.6966,90.48,30,98,11.99,overcast clouds
565,Borogontsy,RU,62.6683,131.1683,73.67,46,31,2.68,scattered clouds
566,Sawtell,AU,-30.3833,153.1,64.42,45,43,12.66,scattered clouds
567,Tura,IN,25.5198,90.2201,72.97,97,56,4.16,light rain
568,Esso,RU,55.9333,158.7,56.7,58,9,3.31,clear sky
569,Port-Gentil,GA,-0.7193,8.7815,75.16,94,40,5.75,scattered clouds
570,Posse,BR,-14.0931,-46.3694,69.51,50,38,6.78,scattered clouds
571,Havre-Saint-Pierre,CA,50.2334,-63.5986,49.42,73,62,8.84,broken clouds
572,Altar,MX,30.7,-111.8167,99.16,10,8,14.88,clear sky
573,Ziway,ET,7.9333,38.7167,65.53,77,90,8.57,light rain
574,Umm Kaddadah,SD,13.6017,26.6876,85.12,15,9,12.59,clear sky
575,Port Hardy,CA,50.6996,-127.4199,55.58,76,100,9.22,overcast clouds
576,Nelson Bay,AU,-32.7167,152.15,59.11,62,18,4.0,few clouds
577,Leningradskiy,RU,69.3833,178.4167,35.62,76,93,9.24,overcast clouds
578,Thaton,MM,16.9206,97.3714,76.87,92,100,3.18,overcast clouds
579,Ossora,RU,59.2353,163.0719,48.7,82,21,12.26,few clouds
580,Batagay,RU,67.6333,134.6333,70.14,43,4,6.6,clear sky
581,Belyy Yar,RU,53.6039,91.3903,51.69,93,75,11.18,light intensity shower rain
582,Taltal,CL,-25.4,-70.4833,59.85,88,12,4.09,few clouds
583,Maceio,BR,-9.6658,-35.7353,76.44,88,75,9.22,broken clouds
584,Oranjemund,NA,-28.55,16.4333,68.59,28,2,9.26,clear sky
585,Husi,RO,46.6736,28.0594,59.14,88,96,6.53,overcast clouds
586,Ocos,GT,14.5094,-92.1933,84.38,75,87,9.62,overcast clouds
587,Kieta,PG,-6.2167,155.6333,82.74,74,94,2.35,light rain
588,Gravdal,NO,68.1214,13.5031,44.6,63,98,21.85,overcast clouds
589,Araceli,PH,10.5529,119.9913,83.17,70,98,2.51,overcast clouds
590,Dubai,AE,25.2582,55.3047,83.44,61,0,3.6,clear sky
591,Campo Grande,BR,-20.4428,-54.6464,76.55,57,0,5.75,clear sky
592,Jijiga,ET,9.35,42.8,66.22,59,98,6.49,overcast clouds
593,El Alto,PE,-4.2714,-81.2147,65.93,81,23,20.83,few clouds
594,Cururupu,BR,-1.8283,-44.8683,74.17,95,96,2.68,overcast clouds
595,Astana,KZ,51.1801,71.446,55.35,62,0,6.71,clear sky
596,Jinchang,CN,38.4953,102.1739,70.47,31,100,10.25,overcast clouds
597,Dubno,UA,50.4169,25.7343,56.89,93,2,3.58,clear sky
598,Peniche,PT,39.3558,-9.3811,62.29,85,43,10.8,scattered clouds
599,Wanaka,NZ,-44.7,169.15,45.1,95,0,3.87,clear sky
600,Yulara,AU,-25.2406,130.9889,49.57,67,39,7.14,scattered clouds
601,Amboasary,MG,-25.0333,46.3833,67.78,87,98,2.21,overcast clouds
602,Marienburg,PL,54.0359,19.0266,53.58,92,31,5.32,scattered clouds
603,Miracema Do Tocantins,BR,-9.5618,-48.3967,77.27,45,0,2.84,clear sky
604,Pombal,BR,-6.7703,-37.8017,78.94,66,62,5.68,broken clouds
605,Augusto Correa,BR,-1.0217,-46.635,73.15,97,100,3.09,overcast clouds
606,Curillo,CO,1.0333,-75.9191,75.15,86,33,1.28,heavy intensity rain
607,Chibuto,MZ,-24.6867,33.5306,62.67,90,4,5.95,clear sky
608,Pokoynoye,RU,44.8097,44.2517,70.97,71,98,9.64,overcast clouds
609,Kerema,PG,-7.9631,145.7785,80.49,78,62,0.96,broken clouds
610,Roma,US,43.2128,-75.4557,72.88,39,0,10.36,clear sky
611,Tecoanapa,MX,16.5167,-98.75,83.71,73,40,11.5,scattered clouds
612,Pecos,US,31.4229,-103.4932,102.29,5,0,19.57,clear sky
613,Itaituba,BR,-4.2761,-55.9836,73.8,95,100,2.55,heavy intensity rain
614,Braniewo,PL,54.3797,19.8196,53.56,90,23,9.82,few clouds
615,Kandi,BJ,11.1342,2.9386,76.75,71,88,12.08,moderate rain
616,Kidal,ML,18.4411,1.4078,92.55,8,0,9.71,clear sky
617,Tyrma,RU,50.0833,132.1667,61.48,55,12,2.21,few clouds
618,Sabla,NG,12.7525,4.7077,82.74,55,100,16.4,overcast clouds
619,Innisfail,AU,-17.5333,146.0333,74.55,81,68,4.14,broken clouds
620,Floro,NO,61.5996,5.0328,46.36,76,31,2.3,scattered clouds
621,Laranjal Paulista,BR,-23.0497,-47.8367,65.17,71,11,4.83,few clouds
622,Ust-Kut,RU,56.7938,105.7672,50.85,80,31,2.91,scattered clouds
623,Suez,EG,29.9737,32.5263,73.17,70,0,7.31,clear sky
624,Dakar,SN,14.6937,-17.4441,77.88,85,2,11.61,clear sky
625,Dasoguz,TM,41.8363,59.9666,77.99,17,14,8.97,few clouds
626,Perdika,GR,39.3689,20.3039,74.25,72,24,3.91,few clouds
627,Dambulla,LK,7.86,80.6517,75.15,79,90,10.51,overcast clouds
628,Sechura,PE,-5.5569,-80.8222,69.42,72,73,17.87,broken clouds
629,Jatara,IN,25.0167,79.05,92.5,18,9,7.31,clear sky
630,Constitucion,CL,-35.3333,-72.4167,53.67,83,50,4.43,scattered clouds
631,Casablanca,MA,33.5928,-7.6192,69.33,73,0,8.99,clear sky
632,Qeshm,IR,26.9581,56.2719,85.14,69,0,3.27,clear sky
633,Tacuarembo,UY,-31.7333,-55.9833,57.97,95,100,2.04,overcast clouds
634,Awash,ET,8.9833,40.1667,80.92,40,62,9.15,broken clouds
635,Auki,SB,-8.7676,160.7034,82.6,72,97,5.41,light rain
636,Villarrobledo,ES,39.2699,-2.6012,73.78,29,0,8.34,clear sky
637,Tekeli,KZ,44.83,78.8239,52.63,52,0,8.7,clear sky
638,Maxixe,MZ,-23.8597,35.3472,66.52,87,57,10.31,light rain
639,Progreso,MX,21.2833,-89.6667,87.91,77,46,8.68,scattered clouds
640,Sinnamary,GF,5.3833,-52.95,77.95,85,96,10.0,overcast clouds
641,Oksfjord,NO,70.2396,22.3479,46.58,69,69,9.17,broken clouds
642,Belozerskoye,RU,55.8214,65.5842,46.87,89,67,4.63,broken clouds
643,Chicama,PE,-7.8447,-79.1469,67.73,78,71,9.28,broken clouds
644,Celestun,MX,20.8667,-90.4,82.78,67,19,10.25,few clouds
645,Annonay,FR,45.2397,4.6708,63.25,81,16,5.44,few clouds
646,Phan Thiet,VN,10.9333,108.1,78.26,86,42,7.36,scattered clouds
647,Polis,CY,35.0367,32.4264,71.42,93,4,4.52,clear sky
648,Morada Nova,BR,-5.1067,-38.3725,73.33,95,83,6.4,broken clouds
649,Mlandizi,TZ,-6.7,38.7333,69.87,94,100,3.78,light rain
650,Pleshanovo,RU,52.8333,53.4833,57.6,81,85,4.12,overcast clouds
651,Gordeyevka,RU,52.9569,31.9703,50.85,86,7,6.08,clear sky
652,Safford,US,32.834,-109.7076,97.72,7,0,24.16,clear sky
653,Boffa,GN,10.1667,-14.0333,79.5,83,100,3.0,overcast clouds
654,Moerai,PF,-22.4333,-151.3333,76.17,74,100,19.71,overcast clouds
655,Riyadh,SA,24.6877,46.7219,84.34,8,0,4.83,clear sky
656,Padre Paraiso,BR,-17.0742,-41.4844,54.34,91,80,2.93,broken clouds
657,Chardara,KZ,41.2547,67.9692,73.4,29,0,8.52,clear sky
658,Rodrigues Alves,BR,-7.738,-72.6509,77.94,77,85,2.91,overcast clouds
659,Kuryk,KZ,43.2,51.65,72.09,50,80,6.31,light rain
660,El Sauce,NI,12.8869,-86.539,77.05,91,100,1.54,overcast clouds
661,Pangoa,PE,-12.1167,-73.0,72.27,84,80,1.16,broken clouds
662,Marawi,PH,7.9986,124.2928,70.99,86,100,1.81,moderate rain
663,Tonota,BW,-21.4833,27.4833,53.58,69,2,9.51,clear sky
664,Carutapera,BR,-1.195,-46.02,75.56,92,99,5.53,overcast clouds
665,Gold Coast,AU,-28.0,153.4333,63.18,86,100,12.66,overcast clouds
666,San Pedro,PH,14.35,121.0167,84.31,78,89,4.16,overcast clouds
667,Antigonish,CA,45.6169,-61.9986,57.02,85,88,6.17,overcast clouds
668,Rabat,MA,33.9911,-6.8401,68.16,87,40,4.61,scattered clouds
669,Bereda,ES,43.2686,-7.5406,59.14,95,100,2.64,overcast clouds
670,Arawa,PG,-6.2132,155.5367,82.44,78,96,2.39,light rain
671,Athens,GR,37.9795,23.7162,81.18,59,0,3.0,clear sky
672,Mogok,MM,22.9167,96.5,64.62,98,85,3.15,overcast clouds
673,Charyshskoye,RU,51.3978,83.5598,44.02,89,87,3.33,overcast clouds
674,Burnie,AU,-41.0667,145.9167,48.02,74,69,16.44,broken clouds
675,Shelburne,CA,44.0787,-80.2041,64.11,45,99,2.89,overcast clouds
676,Tulum,MX,20.2167,-87.4667,83.07,72,100,6.29,overcast clouds
677,Clinton,US,42.587,-82.9199,71.96,67,86,1.99,overcast clouds
678,Sarlat-La-Caneda,FR,44.889,1.2166,55.92,94,56,1.74,broken clouds
679,Tecate,MX,32.5667,-116.6333,85.3,49,14,11.61,few clouds
680,Maloma,PH,15.1135,120.0639,82.09,74,97,4.79,overcast clouds
681,Ust-Omchug,RU,61.15,149.6333,62.22,45,94,4.72,overcast clouds
682,Mokhsogollokh,RU,61.4681,128.9203,71.78,50,32,2.46,scattered clouds
683,Villa Bruzual,VE,9.3328,-69.1208,74.37,90,58,2.68,broken clouds
684,Vangaindrano,MG,-23.35,47.6,65.75,91,62,3.76,light rain
685,Maarianhamina,AX,60.0973,19.9348,48.06,93,0,1.14,clear sky
686,Kardla,EE,58.9978,22.7492,48.06,68,49,8.3,scattered clouds
