City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
389,Balabac,PH,2022-06-04 22:59:03,7.9868,117.0645,82.36,74,27,2.95
390,Porto Novo,BJ,2022-06-04 22:59:04,6.4965,2.6036,80.1,79,86,7.38
391,Port Hedland,AU,2022-06-04 22:59:04,-20.3167,118.5667,62.65,67,4,8.05
392,Morondava,MG,2022-06-04 22:59:04,-20.2833,44.2833,69.03,68,0,8.28
393,Yuryev-Polskiy,RU,2022-06-04 22:59:05,56.5,39.6833,49.24,89,63,6.38
394,Sioux Lookout,CA,2022-06-04 22:59:05,50.1001,-91.917,60.87,41,40,10.36
395,Qasigiannguit,GL,2022-06-04 22:59:06,68.8193,-51.1922,36.95,71,82,2.44
396,Riohacha,CO,2022-06-04 22:59:06,11.5444,-72.9072,80.71,94,20,9.22
397,Laguna,US,2022-06-04 22:59:07,38.421,-121.4238,81.75,33,100,3.0
398,Braniewo,PL,2022-06-04 22:59:07,54.3797,19.8196,48.88,86,0,5.17
399,Great Falls,US,2022-06-04 22:58:10,47.5002,-111.3008,70.41,79,100,9.35
400,Vanimo,PG,2022-06-04 22:59:08,-2.6741,141.3028,80.2,79,99,4.72
401,Silves,PT,2022-06-04 22:59:08,37.1892,-8.4382,66.13,81,1,5.97
402,La Asuncion,VE,2022-06-04 22:59:09,11.0333,-63.8628,83.93,79,39,18.41
403,Mpika,ZM,2022-06-04 22:59:09,-11.8343,31.4529,49.84,82,20,5.75
404,Sovetskiy,RU,2022-06-04 22:59:11,61.3614,63.5842,36.05,58,2,4.88
405,Rawson,AR,2022-06-04 22:59:11,-43.3002,-65.1023,49.3,60,20,7.72
406,Aklavik,CA,2022-06-04 22:59:12,68.2191,-135.0107,37.4,60,75,8.05
407,Port Alberni,CA,2022-06-04 22:57:23,49.2413,-124.8028,62.11,93,100,1.99
408,Hachinohe,JP,2022-06-04 22:59:12,40.5,141.5,57.07,67,73,4.34
409,Lima,PE,2022-06-04 22:59:13,-12.0432,-77.0282,64.65,68,0,13.8
410,Samarai,PG,2022-06-04 22:59:14,-10.6167,150.6667,82.69,76,92,13.13
411,Vaitape,PF,2022-06-04 22:59:14,-16.5167,-151.75,79.65,75,55,13.49
412,Gazli,UZ,2022-06-04 22:59:15,40.1333,63.45,76.23,15,0,8.3
413,Oktyabrskiy,RU,2022-06-04 22:59:15,54.4815,53.471,56.75,95,90,6.08
414,Palmer,US,2022-06-04 22:59:15,42.1584,-72.3287,73.65,65,55,11.52
415,Mitsamiouli,KM,2022-06-04 23:00:16,-11.3847,43.2844,78.44,72,7,9.04
416,Usinsk,RU,2022-06-04 23:00:17,65.9939,57.5281,40.96,46,2,10.83
417,Qurayyat,SA,2022-06-04 23:00:18,31.3318,37.3428,80.31,28,98,13.94
418,Zhezkazgan,KZ,2022-06-04 23:00:19,47.8043,67.7144,53.37,52,62,12.15
419,Saint-Louis,SN,2022-06-04 23:00:20,16.3333,-15.0,89.17,29,0,11.14
420,Kodinsk,RU,2022-06-04 23:00:21,58.6881,99.1844,42.26,75,100,1.74
421,Newport,GB,2022-06-04 22:57:34,51.5877,-2.9984,58.44,80,98,16.75
422,Lubao,PH,2022-06-04 23:00:22,14.9167,120.55,81.81,77,100,2.33
423,Saint-Francois,FR,2022-06-04 23:00:22,46.4154,3.9054,63.68,100,75,10.36
424,Mustasaari,FI,2022-06-04 22:58:55,63.1142,21.6822,53.55,71,0,8.05
425,Nelson Bay,AU,2022-06-04 23:00:23,-32.7167,152.15,52.0,65,100,11.07
426,Tighina,MD,2022-06-04 23:00:23,46.8306,29.4711,68.77,52,71,5.01
427,Silifke,TR,2022-06-04 23:00:24,36.3778,33.9344,70.21,80,0,0.65
428,Puksoozero,RU,2022-06-04 23:00:24,62.5903,40.6066,47.08,97,87,4.38
429,Hofn,IS,2022-06-04 23:00:25,64.2539,-15.2082,47.55,60,1,4.0
430,Menongue,AO,2022-06-04 23:00:25,-14.6585,17.691,48.29,62,20,5.39
431,Bol,TD,2022-06-04 23:00:26,13.4586,14.7147,81.54,76,99,10.04
432,Houma,US,2022-06-04 23:00:26,29.5958,-90.7195,89.01,60,68,4.0
433,Patti,IN,2022-06-04 23:00:27,31.2808,74.8572,78.87,9,1,5.55
434,Petrivka,UA,2022-06-04 23:00:27,46.9695,30.9591,63.7,63,60,7.85
435,Anahuac,MX,2022-06-04 23:00:28,27.2333,-100.15,100.42,21,32,15.19
436,Darlowo,PL,2022-06-04 23:00:28,54.421,16.4107,50.83,81,0,3.27
437,Shetpe,KZ,2022-06-04 23:00:29,44.1667,52.1167,77.4,19,69,10.31
438,Jasper,US,2022-06-04 23:00:29,37.2001,-94.3502,80.67,47,96,1.99
439,Jalingo,NG,2022-06-04 23:00:30,8.8833,11.3667,72.48,91,100,4.79
440,Cedar Rapids,US,2022-06-04 23:00:27,42.0083,-91.6441,70.88,79,100,7.0
441,Silver City,US,2022-06-04 22:57:56,32.7701,-108.2803,87.76,9,0,19.57
442,Renukut,IN,2022-06-04 23:00:30,24.2,83.0333,86.9,17,89,4.12
443,Kamphaeng Phet,TH,2022-06-04 23:00:31,16.25,99.5,77.63,85,99,3.53
444,Kuusamo,FI,2022-06-04 23:00:32,65.9667,29.1833,50.04,93,0,2.3
445,Peace River,CA,2022-06-04 23:00:32,56.2501,-117.286,64.26,62,100,11.36
446,Pedra Azul,BR,2022-06-04 23:00:32,-16.0053,-41.2972,65.73,85,98,4.88
447,Abrau-Dyurso,RU,2022-06-04 23:00:33,44.69,37.59,65.66,94,11,8.61
448,Mormugao,IN,2022-06-04 23:00:34,15.4,73.8,82.33,81,73,8.19
449,Paharpur,PK,2022-06-04 23:00:34,32.1038,70.9724,89.6,11,0,4.12
450,Thunder Bay,CA,2022-06-04 22:58:00,48.4001,-89.3168,58.98,47,40,18.41
451,Goderich,CA,2022-06-04 23:00:35,43.7501,-81.7165,63.91,57,3,5.84
452,Kalyazin,RU,2022-06-04 23:00:35,57.2403,37.8433,46.02,98,76,2.73
453,Hualmay,PE,2022-06-04 23:00:36,-11.0964,-77.6139,65.7,82,99,10.31
454,Severnyy,RU,2022-06-04 23:00:36,50.677,36.5532,53.64,86,58,6.93
455,Muros,ES,2022-06-04 23:00:37,42.7762,-9.0603,62.1,85,14,4.97
456,Yulara,AU,2022-06-04 23:00:37,-25.2406,130.9889,51.48,56,0,6.26
457,Ancud,CL,2022-06-04 23:00:38,-41.8697,-73.8203,43.23,82,80,4.09
458,Hami,CN,2022-06-04 23:00:38,42.8,93.45,74.34,12,35,13.94
459,Sao Paulo Do Potengi,BR,2022-06-04 23:00:39,-5.895,-35.7628,72.48,97,88,4.74
460,Sao Borja,BR,2022-06-04 23:00:39,-28.6606,-56.0044,59.95,90,98,5.79
461,Svetlogorsk,BY,2022-06-04 23:01:40,52.6333,29.7333,57.9,86,100,3.89
462,Domoni,KM,2022-06-04 23:01:40,-12.2569,44.5319,76.71,79,8,14.14
463,Koutiala,ML,2022-06-04 23:01:41,12.3917,-5.4642,90.55,30,60,5.19
464,Bayir,TR,2022-06-04 23:01:41,37.2687,28.2167,68.52,75,67,2.26
465,Asau,RO,2022-06-04 23:01:42,46.4333,26.4,64.96,100,100,5.17
466,Planaltina,BR,2022-06-04 23:01:42,-15.4528,-47.6142,67.71,53,5,5.19
467,Lengshuijiang,CN,2022-06-04 23:01:43,27.6881,111.4294,75.13,96,100,2.46
468,Eureka,US,2022-06-04 22:57:32,40.8021,-124.1637,63.75,81,100,7.0
469,Shahr-E Babak,IR,2022-06-04 23:01:43,30.1165,55.1186,67.48,20,0,9.91
470,Sabang,ID,2022-06-04 23:01:44,5.8933,95.3214,82.42,74,100,7.2
471,Novyy Urengoy,RU,2022-06-04 23:01:44,66.0833,76.6333,31.98,87,99,14.47
472,Bom Jesus,BR,2022-06-04 23:00:49,-9.0744,-44.3586,78.08,38,48,4.03
473,Tabas,IR,2022-06-04 23:01:45,33.5959,56.9244,79.07,18,0,2.44
474,Yabelo,ET,2022-06-04 23:01:45,4.8833,38.0833,55.06,78,33,5.53
475,Luangwa,ZM,2022-06-04 23:01:46,-15.6167,30.4167,58.6,86,2,2.84
476,Rabo De Peixe,PT,2022-06-04 23:01:46,37.8,-25.5833,68.27,92,75,13.8
477,Tromso,NO,2022-06-04 23:01:47,69.6496,18.957,48.22,76,75,18.41
478,Wanning,CN,2022-06-04 23:01:47,18.8003,110.3967,81.39,90,100,10.67
479,Sao Felix Do Xingu,BR,2022-06-04 23:00:43,-6.6447,-51.995,76.55,77,84,2.86
480,Touros,BR,2022-06-04 23:01:48,-5.1989,-35.4608,75.72,89,84,7.65
481,Manicaragua,CU,2022-06-04 23:01:48,22.1494,-79.9736,77.36,86,100,15.43
482,Camana,PE,2022-06-04 23:01:49,-16.6228,-72.7111,65.14,82,67,2.91
483,Abu Samrah,SY,2022-06-04 23:01:49,35.3029,37.1841,69.35,36,0,6.33
484,Valdivia,CL,2022-06-04 23:01:49,-39.8142,-73.2459,47.08,95,100,3.33
485,Nangomba,TZ,2022-06-04 23:01:50,-10.9,38.5,70.83,74,100,5.39
486,Abu Kamal,SY,2022-06-04 23:01:50,34.4506,40.9171,88.29,14,87,10.0
487,Athabasca,CA,2022-06-04 22:59:46,54.7169,-113.2854,73.81,50,100,13.29
488,Ruthen,DE,2022-06-04 23:01:51,51.4909,8.436,59.07,63,0,4.61
489,Los Llanos De Aridane,ES,2022-06-04 23:01:51,28.6585,-17.9182,65.95,78,20,17.27
490,Aykhal,RU,2022-06-04 23:01:52,66.0,111.5,48.4,44,49,24.05
491,Aksu,CN,2022-06-04 23:01:52,41.1231,80.2644,65.73,38,0,4.99
492,Lagos,NG,2022-06-04 23:00:01,6.5833,3.75,79.3,84,88,6.13
493,Skibbereen,IE,2022-06-04 23:01:53,51.55,-9.2667,56.1,94,100,15.32
494,Chicama,PE,2022-06-04 23:01:53,-7.8447,-79.1469,68.74,75,67,7.49
495,Komsomolskiy,UZ,2022-06-04 23:01:54,40.4272,71.7189,68.5,40,3,0.81
496,Rio Gallegos,AR,2022-06-04 22:58:59,-51.6226,-69.2181,35.89,66,54,17.45
497,Mecca,SA,2022-06-04 22:59:49,21.4267,39.8261,89.64,22,0,4.45
498,Bilma,NE,2022-06-04 23:01:54,18.6853,12.9164,88.14,12,4,3.94
499,Filingue,NE,2022-06-04 23:01:55,14.3521,3.3168,96.28,14,17,1.86
500,Vredendal,ZA,2022-06-04 23:01:55,-31.6683,18.5012,56.66,34,78,4.0
501,Razdolinsk,RU,2022-06-04 23:01:56,58.4211,94.6658,38.01,71,46,2.28
502,San Cristobal,VE,2022-06-04 23:01:56,7.7669,-72.225,66.92,99,88,5.46
503,Tupik,RU,2022-06-04 23:01:57,54.4253,119.9327,56.05,82,92,2.71
504,Paita,PE,2022-06-04 23:01:57,-5.0892,-81.1144,67.53,78,45,16.2
505,San Matias,BO,2022-06-04 23:01:57,-16.3667,-58.4,78.19,42,5,4.92
506,Ixtapa,MX,2022-06-04 23:00:11,20.7,-105.2,81.23,71,23,5.99
507,Dudinka,RU,2022-06-04 23:01:59,69.4058,86.1778,25.63,78,99,24.05
508,Teguldet,RU,2022-06-04 23:02:59,57.3064,88.1667,36.7,78,84,4.85
509,Madanapalle,IN,2022-06-04 23:03:00,13.55,78.5,77.0,60,100,5.3
510,Kahului,US,2022-06-04 23:03:00,20.8947,-156.47,82.42,62,40,15.99
511,Bukachacha,RU,2022-06-04 23:03:01,52.9833,116.9167,57.97,79,76,5.66
512,Kudahuvadhoo,MV,2022-06-04 23:03:01,2.6708,72.8944,82.83,74,18,14.07
513,Broome,US,2022-06-04 23:03:01,42.2506,-75.833,66.58,41,0,9.22
514,Oussouye,SN,2022-06-04 23:03:02,12.485,-16.5469,78.44,76,83,10.22
515,Sheridan,US,2022-06-04 23:00:11,44.8333,-106.9173,74.7,48,100,5.99
516,Richards Bay,ZA,2022-06-04 23:03:02,-28.783,32.0377,61.07,60,0,6.2
517,Mokhsogollokh,RU,2022-06-04 23:03:02,61.4681,128.9203,68.5,54,92,4.81
518,Hasaki,JP,2022-06-04 23:03:03,35.7333,140.8333,68.29,68,100,7.61
519,Umm Kaddadah,SD,2022-06-04 23:03:03,13.6017,26.6876,82.83,42,99,7.63
520,San Juan,AR,2022-06-04 23:00:50,-31.5375,-68.5364,54.18,41,39,10.65
521,Sibolga,ID,2022-06-04 23:03:04,1.7427,98.7792,74.57,88,91,3.6
522,Roald,NO,2022-06-04 23:03:04,62.5833,6.1333,51.75,93,75,10.36
523,Porto Velho,BR,2022-06-04 23:00:18,-8.7619,-63.9039,79.16,73,100,1.43
524,Mehamn,NO,2022-06-04 23:03:05,71.0357,27.8492,46.31,96,100,3.36
525,Ola,RU,2022-06-04 23:03:05,59.5833,151.2833,50.34,82,96,1.99
526,Lyuban,BY,2022-06-04 23:03:05,52.7985,28.0048,57.04,89,99,6.62
527,La Ronge,CA,2022-06-04 22:58:57,55.1001,-105.2842,64.65,27,20,10.36
528,Marang,MY,2022-06-04 23:03:06,5.2056,103.2059,77.29,89,84,3.76
529,Camoapa,NI,2022-06-04 23:03:06,12.3839,-85.5116,77.0,77,87,5.99
530,Dwarka,IN,2022-06-04 23:03:07,22.2394,68.9678,81.5,80,13,15.01
531,Fort-Shevchenko,KZ,2022-06-04 23:03:07,44.5086,50.263,76.06,36,83,7.9
532,Miraflores,MX,2022-06-04 23:03:08,19.2167,-98.8083,80.87,32,66,2.55
533,Arman,RU,2022-06-04 23:03:08,59.7,150.1667,55.18,74,84,3.0
534,Hatillo,PR,2022-06-04 23:03:09,18.4863,-66.8254,85.78,85,98,1.99
535,Caxito,AO,2022-06-04 23:03:09,-8.5785,13.6643,66.6,93,6,2.46
536,Ilhabela,BR,2022-06-04 23:03:10,-23.7781,-45.3581,65.5,88,93,9.4
537,Aktash,RU,2022-06-04 23:03:11,50.3,87.7333,34.05,83,57,3.56
538,Taonan,CN,2022-06-04 23:03:11,45.3333,122.7833,54.54,94,100,22.91
539,Palana,RU,2022-06-04 23:03:12,59.1167,159.9667,41.29,80,100,6.33
540,Onguday,RU,2022-06-04 23:03:12,50.75,86.15,42.4,95,60,3.76
541,Raudeberg,NO,2022-06-04 23:03:12,61.9875,5.1352,48.87,95,100,15.48
542,Motygino,RU,2022-06-04 23:03:13,58.1831,94.7592,39.61,69,39,2.06
543,Mariental,NA,2022-06-04 23:03:14,-24.6333,17.9667,54.21,33,7,11.95
544,Lamar,US,2022-06-04 23:03:14,33.6668,-95.5836,87.64,61,40,12.66
545,Andilamena,MG,2022-06-04 23:03:15,-17.0167,48.5833,59.49,90,99,8.1
546,Merauke,ID,2022-06-04 23:03:16,-8.4667,140.3333,79.88,82,80,5.59
547,Pedasi,PA,2022-06-04 23:03:16,7.5333,-80.0333,82.06,80,84,10.02
548,Tautira,PF,2022-06-04 23:03:17,-17.7333,-149.15,78.75,77,20,10.76
549,Ust-Tsilma,RU,2022-06-04 23:03:17,65.441,52.1498,46.2,45,0,7.38
550,Gushikawa,JP,2022-06-04 23:03:18,26.3544,127.8686,82.4,100,75,8.05
551,Gonzales,US,2022-06-04 22:59:26,30.2385,-90.9201,91.04,58,40,4.61
552,Demyanovo,RU,2022-06-04 23:03:18,60.3511,47.0842,48.15,96,24,2.68
553,Isangel,VU,2022-06-04 23:03:19,-19.55,169.2667,82.51,74,40,4.61
554,Ulladulla,AU,2022-06-04 23:04:19,-35.35,150.4667,57.78,57,8,11.5
555,Grindavik,IS,2022-06-04 23:04:19,63.8424,-22.4338,45.07,76,0,5.75
556,San Jose,US,2022-06-04 22:59:59,37.3394,-121.895,80.49,44,0,9.22
557,Lufilufi,WS,2022-06-04 23:04:20,-13.8745,-171.5986,85.78,72,4,7.56
558,Henties Bay,NA,2022-06-04 23:04:20,-22.116,14.2845,67.46,42,19,3.71
559,Veinticinco De Mayo,AR,2022-06-04 23:04:21,-35.4323,-60.1727,47.98,87,41,1.99
560,Melendugno,IT,2022-06-04 23:04:21,40.2747,18.3368,74.05,71,33,8.21
561,Ferrol,ES,2022-06-04 23:04:22,43.4832,-8.2369,59.68,89,31,3.09
562,Okha,RU,2022-06-04 23:04:22,53.5739,142.9478,50.49,61,11,7.58
563,Korla,CN,2022-06-04 23:04:22,41.7597,86.1469,68.74,30,27,11.39
564,Reconquista,AR,2022-06-04 23:04:23,-29.15,-59.65,57.42,75,98,4.81
565,Camacha,PT,2022-06-04 23:04:23,33.0833,-16.3333,62.02,77,40,9.22
566,Shihezi,CN,2022-06-04 23:04:24,44.3,86.0333,63.54,62,100,6.42
567,Talnakh,RU,2022-06-04 23:04:24,69.4865,88.3972,25.21,70,100,16.44
568,Broken Hill,AU,2022-06-04 23:04:25,-31.95,141.4333,52.34,70,99,22.17
569,Proddatur,IN,2022-06-04 23:04:25,14.7333,78.55,86.4,46,100,8.72
570,Harnosand,SE,2022-06-04 23:04:26,62.6323,17.9379,50.02,71,100,4.92
571,Biak,ID,2022-06-04 23:04:26,-0.9131,122.8766,77.34,80,100,1.7
572,Vallenar,CL,2022-06-04 23:02:12,-28.5708,-70.7581,62.11,26,100,6.2
573,Tomatlan,MX,2022-06-04 23:04:27,19.9333,-105.25,83.43,56,8,9.42
574,Camapua,BR,2022-06-04 23:03:31,-19.5314,-54.0439,75.02,50,52,7.0
575,Nome,US,2022-06-04 23:04:27,64.5011,-165.4064,68.16,47,0,9.22
576,Olafsvik,IS,2022-06-04 23:04:28,64.8945,-23.7142,44.6,71,23,9.66
577,Tyrma,RU,2022-06-04 23:04:28,50.0833,132.1667,58.26,54,3,3.8
578,Samaipata,BO,2022-06-04 23:04:29,-18.15,-63.8667,52.23,98,57,4.16
579,Sheopur,IN,2022-06-04 23:04:29,25.6667,76.7,89.83,17,0,5.39
580,Orange,US,2022-06-04 23:04:30,33.7,-117.7675,85.68,65,75,9.22
581,Ahuimanu,US,2022-06-04 23:04:30,21.4447,-157.8378,83.91,53,40,11.5
582,Atikokan,CA,2022-06-04 23:04:31,48.7555,-91.6216,65.66,30,58,8.95
583,Shenzhen,CN,2022-06-04 23:02:18,22.5455,114.0683,84.85,92,86,9.8
584,Baherden,TM,2022-06-04 23:04:32,38.4362,57.4316,77.5,16,0,2.51
585,Coihaique,CL,2022-06-04 23:04:32,-45.5752,-72.0662,39.81,81,75,4.61
586,Sinnamary,GF,2022-06-04 23:04:32,5.3833,-52.95,78.13,87,94,8.95
